,Age,Monthly_Bill,Total_Usage_GB,Churn,Gender_Female,Gender_Male,Location_Chicago,Location_Houston,Location_Los Angeles,Location_Miami,Location_New York,Subscription_Length_Group_1 - 12,Subscription_Length_Group_13 - 24
47321,42,98.61,190,1,0,1,1,0,0,0,0,1,0
47322,43,59.97,494,0,0,1,0,0,1,0,0,0,1
47323,58,89.2,75,1,0,1,1,0,0,0,0,0,1
47324,27,77.15,167,1,1,0,0,1,0,0,0,1,0
47325,38,40.66,280,1,1,0,0,0,1,0,0,1,0
47326,23,37.21,364,1,0,1,0,1,0,0,0,0,1
47327,45,90.89,55,1,1,0,1,0,0,0,0,0,1
47328,27,78.99,254,0,0,1,0,0,0,0,1,0,1
47329,46,80.14,70,0,1,0,0,0,1,0,0,0,1
47330,35,35.95,338,0,1,0,0,0,0,1,0,1,0
47331,45,80.65,99,1,1,0,1,0,0,0,0,1,0
47332,44,38.2,408,1,1,0,0,1,0,0,0,1,0
47333,51,98.67,338,1,0,1,0,0,0,0,1,1,0
47334,38,45.71,84,1,1,0,0,0,0,0,1,0,1
47335,24,95.69,305,0,1,0,1,0,0,0,0,1,0
47336,55,38.32,413,1,0,1,0,0,0,0,1,1,0
47337,25,56.49,189,0,1,0,0,1,0,0,0,1,0
47338,62,67.94,205,1,0,1,0,1,0,0,0,0,1
47339,27,41.49,416,1,1,0,0,1,0,0,0,1,0
47340,59,58.97,270,1,0,1,0,1,0,0,0,0,1
47341,25,66.14,386,0,0,1,0,0,0,1,0,1,0
47342,38,49.27,472,1,1,0,0,0,1,0,0,1,0
47343,39,56.35,416,1,0,1,1,0,0,0,0,0,1
47344,42,84.39,287,0,1,0,0,1,0,0,0,1,0
47345,41,35.92,399,1,0,1,0,1,0,0,0,1,0
47346,55,99.95,97,1,0,1,1,0,0,0,0,1,0
47347,61,32.07,428,0,0,1,0,0,0,0,1,0,1
47348,44,89.79,102,1,1,0,0,1,0,0,0,0,1
47349,19,53.92,428,0,0,1,0,0,0,0,1,1,0
47350,39,46.28,164,0,0,1,0,1,0,0,0,1,0
47351,54,46.12,56,1,1,0,0,1,0,0,0,1,0
47352,41,87.17,320,0,1,0,1,0,0,0,0,0,1
47353,46,78.46,118,0,1,0,0,1,0,0,0,1,0
47354,61,79.65,301,0,1,0,0,0,1,0,0,0,1
47355,69,77.96,385,1,1,0,0,1,0,0,0,1,0
47356,70,75.32,150,1,1,0,0,1,0,0,0,0,1
47357,37,36.84,363,0,0,1,0,0,0,1,0,1,0
47358,27,90.25,155,0,0,1,0,1,0,0,0,1,0
47359,50,85.41,102,1,0,1,1,0,0,0,0,0,1
47360,32,73.56,332,0,1,0,0,0,0,0,1,1,0
47361,58,31.89,435,1,1,0,1,0,0,0,0,0,1
47362,70,41.86,413,0,0,1,0,0,0,1,0,0,1
47363,59,86.34,70,1,1,0,1,0,0,0,0,1,0
47364,20,39.7,343,0,0,1,0,0,0,1,0,0,1
47365,49,72.42,231,0,1,0,1,0,0,0,0,0,1
47366,57,93.63,127,0,0,1,0,0,1,0,0,1,0
47367,47,81.2,135,0,0,1,0,1,0,0,0,0,1
47368,46,78.79,415,1,1,0,0,1,0,0,0,1,0
47369,29,90.81,147,0,0,1,0,0,0,1,0,1,0
47370,24,93.69,87,1,1,0,0,1,0,0,0,0,1
47371,29,76.58,183,1,0,1,0,0,1,0,0,0,1
47372,45,52.67,391,0,0,1,0,0,0,1,0,1,0
47373,35,91.53,52,0,1,0,1,0,0,0,0,0,1
47374,63,53.53,344,1,1,0,1,0,0,0,0,1,0
47375,39,68.6,101,0,0,1,0,0,1,0,0,1,0
47376,41,92.61,477,0,0,1,0,0,1,0,0,0,1
47377,23,89.2,317,0,1,0,0,0,1,0,0,1,0
47378,28,83.9,356,0,1,0,0,0,1,0,0,0,1
47379,56,44.13,359,0,1,0,0,0,1,0,0,1,0
47380,33,55.01,151,0,1,0,0,0,0,1,0,0,1
47381,69,37.28,317,1,1,0,0,0,1,0,0,1,0
47382,61,46.43,444,1,1,0,0,1,0,0,0,1,0
47383,46,69.15,293,1,1,0,0,0,0,0,1,0,1
47384,23,74.42,244,0,0,1,0,0,0,1,0,0,1
47385,55,87.6,219,0,1,0,0,0,0,1,0,0,1
47386,57,78.99,400,0,0,1,1,0,0,0,0,0,1
47387,66,60.8,286,1,0,1,0,1,0,0,0,0,1
47388,59,71.8,356,0,0,1,1,0,0,0,0,0,1
47389,24,72.0,428,1,1,0,1,0,0,0,0,0,1
47390,38,69.23,120,1,0,1,1,0,0,0,0,0,1
47391,40,69.65,483,0,0,1,0,0,1,0,0,1,0
47392,18,45.33,177,0,0,1,0,0,0,1,0,0,1
47393,24,78.37,154,0,1,0,0,0,0,1,0,1,0
47394,31,40.02,472,0,1,0,0,0,0,0,1,1,0
47395,66,87.95,314,0,1,0,0,0,0,1,0,1,0
47396,66,65.0,260,0,1,0,0,1,0,0,0,1,0
47397,69,46.18,350,1,1,0,0,0,0,1,0,0,1
47398,52,78.59,230,1,0,1,0,1,0,0,0,1,0
47399,25,41.28,468,0,1,0,0,0,0,0,1,1,0
47400,47,53.0,415,0,1,0,1,0,0,0,0,0,1
47401,38,38.54,372,0,0,1,0,1,0,0,0,0,1
47402,39,95.97,325,0,1,0,1,0,0,0,0,0,1
47403,41,90.43,98,0,0,1,0,0,0,0,1,1,0
47404,46,59.97,495,0,1,0,1,0,0,0,0,0,1
47405,19,68.4,496,1,0,1,0,1,0,0,0,0,1
47406,30,40.57,318,1,1,0,0,0,0,0,1,0,1
47407,36,77.84,233,0,1,0,0,0,0,1,0,1,0
47408,23,99.8,438,0,0,1,1,0,0,0,0,1,0
47409,37,45.26,162,0,1,0,0,1,0,0,0,1,0
47410,49,51.67,282,0,1,0,0,1,0,0,0,1,0
47411,50,77.58,91,1,0,1,1,0,0,0,0,1,0
47412,35,65.14,401,0,0,1,1,0,0,0,0,0,1
47413,47,73.56,489,1,0,1,0,0,0,1,0,0,1
47414,55,36.19,403,1,1,0,0,0,0,1,0,1,0
47415,22,94.5,405,1,0,1,0,1,0,0,0,0,1
47416,51,76.92,460,1,0,1,0,1,0,0,0,0,1
47417,21,33.58,154,0,1,0,1,0,0,0,0,1,0
47418,36,51.45,59,1,0,1,1,0,0,0,0,1,0
47419,38,82.4,376,1,1,0,0,1,0,0,0,0,1
47420,61,34.07,187,1,1,0,0,1,0,0,0,0,1
47421,44,42.57,232,0,0,1,1,0,0,0,0,0,1
47422,54,64.85,378,0,1,0,1,0,0,0,0,1,0
47423,26,51.03,281,1,0,1,1,0,0,0,0,0,1
47424,61,95.57,59,1,0,1,0,1,0,0,0,1,0
47425,19,84.22,276,1,1,0,1,0,0,0,0,0,1
47426,50,83.7,166,1,0,1,0,0,0,0,1,0,1
47427,21,60.31,295,1,0,1,1,0,0,0,0,1,0
47428,61,52.17,127,1,1,0,0,0,0,1,0,0,1
47429,48,82.39,326,1,1,0,0,0,0,1,0,0,1
47430,41,51.95,347,1,1,0,0,0,1,0,0,1,0
47431,34,79.61,226,0,0,1,0,0,1,0,0,1,0
47432,18,38.96,101,0,0,1,0,0,1,0,0,0,1
47433,44,49.06,309,1,1,0,0,0,1,0,0,1,0
47434,62,43.48,90,0,1,0,0,0,0,1,0,1,0
47435,31,64.44,313,0,0,1,1,0,0,0,0,0,1
47436,43,85.2,103,0,0,1,0,0,0,0,1,1,0
47437,62,30.43,255,0,1,0,0,0,0,0,1,1,0
47438,51,80.14,200,1,0,1,1,0,0,0,0,0,1
47439,48,86.18,428,0,0,1,0,0,0,0,1,1,0
47440,49,80.09,385,1,0,1,0,0,0,1,0,1,0
47441,59,50.1,217,0,1,0,0,1,0,0,0,1,0
47442,31,77.56,225,1,0,1,0,0,1,0,0,1,0
47443,65,60.79,106,0,1,0,0,0,0,1,0,0,1
47444,48,89.71,405,0,1,0,0,1,0,0,0,0,1
47445,66,93.83,341,1,0,1,0,0,0,1,0,0,1
47446,68,52.7,493,0,0,1,1,0,0,0,0,1,0
47447,23,72.84,83,0,0,1,0,0,0,0,1,0,1
47448,25,32.33,452,1,0,1,0,0,0,0,1,1,0
47449,22,37.28,92,0,0,1,0,0,0,0,1,1,0
47450,37,59.26,392,1,0,1,0,1,0,0,0,1,0
47451,41,45.51,282,1,0,1,0,0,0,1,0,0,1
47452,62,76.33,278,0,0,1,0,0,0,0,1,1,0
47453,56,34.04,197,0,1,0,0,1,0,0,0,0,1
47454,54,37.4,451,1,1,0,0,1,0,0,0,1,0
47455,21,89.29,288,1,1,0,0,0,0,0,1,0,1
47456,35,40.59,329,0,1,0,0,0,0,1,0,1,0
47457,57,44.37,436,0,1,0,0,0,0,0,1,1,0
47458,55,85.37,489,1,1,0,0,1,0,0,0,1,0
47459,27,51.64,158,1,1,0,0,1,0,0,0,0,1
47460,61,41.43,455,0,1,0,1,0,0,0,0,0,1
47461,38,54.09,77,1,1,0,0,1,0,0,0,1,0
47462,28,88.46,424,0,1,0,0,1,0,0,0,0,1
47463,56,79.62,477,0,0,1,1,0,0,0,0,0,1
47464,61,67.94,342,1,1,0,0,0,0,0,1,0,1
47465,44,91.29,308,0,1,0,0,1,0,0,0,0,1
47466,30,78.58,356,0,1,0,1,0,0,0,0,0,1
47467,45,41.65,205,0,0,1,0,0,1,0,0,0,1
47468,48,62.68,491,1,1,0,1,0,0,0,0,0,1
47469,32,55.74,451,1,1,0,0,0,1,0,0,0,1
47470,24,77.57,398,1,0,1,1,0,0,0,0,0,1
47471,48,62.09,194,0,1,0,0,0,0,1,0,0,1
47472,25,35.81,472,1,1,0,0,1,0,0,0,0,1
47473,31,99.82,124,1,0,1,1,0,0,0,0,1,0
47474,27,94.01,175,1,1,0,1,0,0,0,0,1,0
47475,22,67.77,454,0,1,0,0,0,0,1,0,0,1
47476,41,70.75,133,1,0,1,0,1,0,0,0,1,0
47477,32,66.92,305,0,0,1,0,1,0,0,0,0,1
47478,68,97.5,309,0,0,1,0,1,0,0,0,1,0
47479,63,37.76,75,0,0,1,0,0,0,1,0,0,1
47480,59,73.57,351,1,0,1,0,1,0,0,0,1,0
47481,43,61.83,225,1,0,1,1,0,0,0,0,0,1
47482,48,46.59,379,1,1,0,0,0,1,0,0,0,1
47483,29,31.89,188,1,0,1,0,0,0,0,1,1,0
47484,26,42.5,251,0,0,1,1,0,0,0,0,1,0
47485,34,43.69,247,0,0,1,0,1,0,0,0,1,0
47486,34,61.16,494,1,0,1,0,0,0,1,0,0,1
47487,37,37.58,377,0,0,1,0,1,0,0,0,1,0
47488,64,86.96,294,0,1,0,1,0,0,0,0,0,1
47489,44,32.89,105,0,0,1,0,0,0,1,0,0,1
47490,69,77.37,424,1,0,1,0,0,1,0,0,0,1
47491,23,46.92,253,0,0,1,0,0,0,0,1,1,0
47492,38,93.25,71,0,1,0,0,0,0,1,0,1,0
47493,27,41.43,442,1,1,0,0,1,0,0,0,1,0
47494,36,67.66,281,1,1,0,0,0,1,0,0,0,1
47495,43,59.06,320,0,0,1,0,0,0,0,1,0,1
47496,42,88.86,176,1,0,1,1,0,0,0,0,1,0
47497,40,45.33,250,0,0,1,0,0,1,0,0,1,0
47498,63,88.45,66,1,1,0,0,1,0,0,0,1,0
47499,24,82.33,309,0,1,0,0,0,0,0,1,1,0
47500,34,55.86,361,1,0,1,0,1,0,0,0,1,0
47501,23,78.09,374,0,0,1,0,1,0,0,0,0,1
47502,50,44.46,416,1,1,0,0,0,0,1,0,0,1
47503,59,85.74,181,1,1,0,1,0,0,0,0,0,1
47504,50,98.21,210,1,0,1,1,0,0,0,0,1,0
47505,52,72.78,482,1,0,1,1,0,0,0,0,1,0
47506,38,75.17,385,0,1,0,1,0,0,0,0,0,1
47507,50,93.46,156,1,0,1,0,0,1,0,0,1,0
47508,70,51.24,378,0,1,0,1,0,0,0,0,0,1
47509,59,93.06,67,1,1,0,0,1,0,0,0,0,1
47510,31,98.45,480,0,0,1,0,0,0,1,0,0,1
47511,56,88.22,287,0,0,1,0,0,0,1,0,1,0
47512,65,65.5,234,0,1,0,0,1,0,0,0,0,1
47513,43,39.67,210,0,1,0,0,0,0,1,0,1,0
47514,70,76.26,244,0,1,0,1,0,0,0,0,1,0
47515,57,88.0,474,0,1,0,0,0,0,0,1,1,0
47516,22,62.4,213,1,1,0,1,0,0,0,0,0,1
47517,55,52.92,472,0,0,1,0,0,1,0,0,1,0
47518,24,46.66,398,0,0,1,0,1,0,0,0,1,0
47519,49,48.93,406,0,1,0,0,0,0,0,1,0,1
47520,39,68.26,71,1,1,0,0,0,1,0,0,0,1
47521,33,31.71,193,1,0,1,0,0,1,0,0,1,0
47522,59,94.22,440,1,1,0,1,0,0,0,0,1,0
47523,19,59.36,50,0,1,0,0,1,0,0,0,1,0
47524,65,64.81,142,0,1,0,1,0,0,0,0,0,1
47525,29,43.9,76,0,1,0,0,0,1,0,0,1,0
47526,66,82.49,390,1,1,0,0,0,0,0,1,0,1
47527,30,72.99,225,1,0,1,0,0,0,1,0,1,0
47528,53,88.26,305,0,0,1,0,0,1,0,0,0,1
47529,62,49.22,75,0,0,1,0,0,0,0,1,0,1
47530,57,37.63,82,1,0,1,0,0,0,0,1,1,0
47531,61,63.05,257,1,0,1,0,0,0,0,1,1,0
47532,41,42.54,472,0,0,1,0,1,0,0,0,0,1
47533,40,39.98,424,1,1,0,0,1,0,0,0,0,1
47534,20,91.31,96,1,0,1,0,0,0,0,1,1,0
47535,56,67.15,243,1,0,1,1,0,0,0,0,0,1
47536,33,32.64,131,0,0,1,0,1,0,0,0,0,1
47537,55,95.6,253,1,0,1,1,0,0,0,0,0,1
47538,27,48.57,392,0,0,1,0,0,1,0,0,0,1
47539,43,50.37,337,0,0,1,0,0,1,0,0,0,1
47540,68,93.24,255,0,0,1,0,0,0,0,1,1,0
47541,42,59.41,442,0,1,0,0,0,1,0,0,1,0
47542,49,35.11,221,0,1,0,0,0,1,0,0,0,1
47543,25,59.99,429,1,0,1,0,0,0,1,0,0,1
47544,21,89.05,67,1,1,0,0,0,1,0,0,0,1
47545,56,89.33,385,1,0,1,0,1,0,0,0,1,0
47546,59,91.1,322,1,1,0,1,0,0,0,0,1,0
47547,21,64.69,426,1,0,1,0,0,1,0,0,0,1
47548,40,85.14,103,1,0,1,1,0,0,0,0,1,0
47549,46,79.09,106,0,1,0,0,0,0,1,0,1,0
47550,52,77.39,82,1,1,0,1,0,0,0,0,1,0
47551,38,98.54,404,0,1,0,0,0,1,0,0,1,0
47552,37,67.91,239,1,1,0,0,0,0,0,1,0,1
47553,24,76.42,440,0,0,1,1,0,0,0,0,1,0
47554,37,88.14,198,0,0,1,0,0,0,0,1,1,0
47555,20,84.49,203,0,1,0,1,0,0,0,0,1,0
47556,58,83.45,369,0,1,0,0,0,0,0,1,0,1
47557,42,75.02,396,0,1,0,1,0,0,0,0,1,0
47558,23,46.33,105,1,1,0,1,0,0,0,0,0,1
47559,27,79.2,335,0,0,1,0,0,0,0,1,0,1
47560,58,83.96,228,1,0,1,0,0,0,1,0,0,1
47561,26,39.36,454,0,1,0,0,0,0,0,1,1,0
47562,43,50.35,445,0,1,0,0,0,0,0,1,0,1
47563,66,78.66,304,0,0,1,0,0,1,0,0,1,0
47564,67,38.43,294,1,1,0,0,0,1,0,0,0,1
47565,44,56.32,429,1,1,0,0,0,0,0,1,1,0
47566,24,30.63,483,1,1,0,1,0,0,0,0,1,0
47567,46,51.81,267,0,1,0,0,1,0,0,0,0,1
47568,26,49.07,433,1,0,1,0,1,0,0,0,1,0
47569,35,58.99,54,1,1,0,1,0,0,0,0,0,1
47570,40,70.38,419,1,0,1,0,1,0,0,0,1,0
47571,33,99.07,213,1,0,1,0,0,1,0,0,1,0
47572,40,98.24,61,1,0,1,1,0,0,0,0,0,1
47573,46,70.96,494,1,0,1,0,0,0,1,0,1,0
47574,43,68.97,235,0,0,1,0,1,0,0,0,0,1
47575,32,64.91,230,0,0,1,0,0,0,1,0,0,1
47576,18,51.3,471,0,1,0,0,0,0,0,1,1,0
47577,24,83.81,424,0,0,1,0,0,0,0,1,1,0
47578,34,74.02,158,0,1,0,0,0,0,0,1,1,0
47579,49,59.11,304,1,1,0,0,1,0,0,0,1,0
47580,62,53.96,71,0,1,0,1,0,0,0,0,1,0
47581,51,94.99,274,1,0,1,0,0,1,0,0,1,0
47582,20,31.17,95,1,0,1,0,1,0,0,0,0,1
47583,25,65.0,358,0,0,1,0,0,1,0,0,0,1
47584,60,43.25,222,1,0,1,0,0,0,0,1,1,0
47585,44,99.17,389,0,0,1,1,0,0,0,0,0,1
47586,44,38.45,243,1,1,0,0,0,0,1,0,0,1
47587,59,97.91,445,0,1,0,1,0,0,0,0,1,0
47588,50,38.59,210,0,1,0,1,0,0,0,0,1,0
47589,25,60.53,273,1,0,1,0,0,0,0,1,1,0
47590,65,49.47,471,1,0,1,0,0,0,1,0,0,1
47591,27,50.02,448,0,0,1,0,0,1,0,0,0,1
47592,35,73.9,209,1,1,0,0,0,0,1,0,1,0
47593,34,52.11,132,1,1,0,0,0,0,0,1,0,1
47594,61,83.6,230,1,1,0,0,0,0,1,0,1,0
47595,24,91.14,494,1,1,0,0,1,0,0,0,0,1
47596,66,37.72,429,1,1,0,1,0,0,0,0,1,0
47597,42,71.82,343,1,0,1,0,0,0,1,0,1,0
47598,70,93.57,128,1,1,0,0,0,1,0,0,0,1
47599,18,36.65,177,1,1,0,0,0,0,1,0,1,0
47600,30,70.27,125,1,0,1,0,0,0,1,0,1,0
47601,33,86.86,494,1,0,1,0,0,1,0,0,1,0
47602,50,53.47,433,1,0,1,0,1,0,0,0,1,0
47603,28,45.59,435,1,0,1,0,1,0,0,0,0,1
47604,46,98.97,132,1,1,0,0,0,1,0,0,0,1
47605,18,44.07,282,0,0,1,0,0,0,1,0,1,0
47606,63,49.17,291,1,1,0,0,1,0,0,0,0,1
47607,18,45.62,131,0,0,1,0,1,0,0,0,1,0
47608,30,70.88,257,0,1,0,1,0,0,0,0,1,0
47609,27,77.96,58,1,0,1,0,0,1,0,0,0,1
47610,54,43.81,100,0,0,1,0,0,0,1,0,1,0
47611,62,41.06,251,0,0,1,0,1,0,0,0,0,1
47612,29,66.07,393,0,1,0,1,0,0,0,0,0,1
47613,38,55.48,402,1,1,0,0,0,1,0,0,0,1
47614,26,93.94,497,0,0,1,0,0,0,0,1,0,1
47615,69,83.39,304,1,0,1,0,0,0,0,1,0,1
47616,49,92.31,142,1,1,0,0,0,1,0,0,1,0
47617,33,46.05,266,1,0,1,0,0,0,1,0,1,0
47618,62,39.09,474,0,0,1,0,0,0,0,1,0,1
47619,58,44.49,500,0,1,0,0,0,0,0,1,1,0
47620,50,93.38,323,1,1,0,1,0,0,0,0,0,1
47621,65,41.12,114,1,0,1,0,0,1,0,0,0,1
47622,31,78.53,214,0,1,0,0,1,0,0,0,1,0
47623,23,41.47,150,0,0,1,1,0,0,0,0,0,1
47624,59,39.16,185,1,0,1,0,1,0,0,0,1,0
47625,38,84.07,118,1,1,0,1,0,0,0,0,1,0
47626,20,49.52,167,0,0,1,0,0,0,1,0,0,1
47627,58,46.62,500,0,1,0,0,1,0,0,0,0,1
47628,25,69.68,245,1,0,1,1,0,0,0,0,1,0
47629,69,58.32,169,1,0,1,0,0,0,1,0,1,0
47630,47,30.23,421,1,1,0,0,0,0,1,0,0,1
47631,35,43.44,359,0,0,1,1,0,0,0,0,1,0
47632,35,54.68,113,1,1,0,0,0,1,0,0,0,1
47633,37,43.01,50,0,0,1,0,1,0,0,0,1,0
47634,48,64.97,440,1,0,1,0,0,1,0,0,1,0
47635,68,60.42,396,0,1,0,0,1,0,0,0,0,1
47636,21,93.38,305,1,0,1,0,1,0,0,0,0,1
47637,69,63.66,92,1,0,1,0,0,1,0,0,1,0
47638,20,81.14,159,0,0,1,0,0,1,0,0,0,1
47639,69,90.22,57,0,0,1,1,0,0,0,0,0,1
47640,38,55.48,483,1,0,1,0,0,1,0,0,0,1
47641,56,40.97,343,0,1,0,0,1,0,0,0,1,0
47642,18,56.96,400,1,1,0,1,0,0,0,0,1,0
47643,50,81.84,483,1,1,0,0,0,0,0,1,0,1
47644,45,86.99,205,0,0,1,0,0,0,0,1,1,0
47645,49,34.83,472,0,1,0,0,1,0,0,0,1,0
47646,34,47.74,443,1,1,0,0,0,0,0,1,0,1
47647,46,43.65,227,0,1,0,0,0,0,0,1,0,1
47648,37,89.9,145,1,0,1,0,0,1,0,0,0,1
47649,43,52.17,67,1,1,0,0,1,0,0,0,0,1
47650,65,30.05,421,1,0,1,0,0,1,0,0,0,1
47651,22,53.22,129,0,1,0,0,1,0,0,0,1,0
47652,31,36.18,316,0,0,1,0,0,1,0,0,0,1
47653,25,86.53,481,1,0,1,0,0,0,1,0,0,1
47654,37,85.14,224,1,0,1,0,0,1,0,0,0,1
47655,32,33.75,186,0,0,1,0,0,0,1,0,1,0
47656,22,35.19,136,1,0,1,0,1,0,0,0,1,0
47657,22,68.63,418,0,0,1,0,0,0,0,1,1,0
47658,61,34.28,289,0,0,1,0,0,0,1,0,0,1
47659,35,45.98,102,0,0,1,0,1,0,0,0,1,0
47660,59,76.95,221,1,0,1,0,0,0,0,1,0,1
47661,43,40.05,218,1,1,0,0,0,0,0,1,0,1
47662,22,61.49,88,1,0,1,1,0,0,0,0,1,0
47663,44,97.19,217,1,0,1,0,0,1,0,0,1,0
47664,53,78.59,199,1,0,1,1,0,0,0,0,1,0
47665,40,78.33,393,1,1,0,1,0,0,0,0,1,0
47666,30,30.43,268,0,1,0,1,0,0,0,0,0,1
47667,62,63.96,161,1,1,0,0,1,0,0,0,0,1
47668,25,38.78,268,0,0,1,0,0,1,0,0,1,0
47669,52,91.2,315,1,1,0,0,0,1,0,0,1,0
47670,20,55.4,381,0,0,1,0,1,0,0,0,0,1
47671,23,78.48,81,1,1,0,0,0,0,0,1,0,1
47672,41,64.72,340,1,1,0,0,0,1,0,0,1,0
47673,29,41.65,266,0,0,1,0,0,1,0,0,1,0
47674,41,51.94,444,1,1,0,0,0,0,0,1,1,0
47675,26,80.87,391,0,1,0,0,0,1,0,0,0,1
47676,23,66.07,241,0,1,0,1,0,0,0,0,1,0
47677,66,35.05,325,1,0,1,0,0,1,0,0,0,1
47678,44,33.54,315,0,0,1,0,0,0,0,1,0,1
47679,24,57.95,383,0,0,1,0,0,0,0,1,1,0
47680,55,48.0,297,1,0,1,0,1,0,0,0,1,0
47681,27,93.35,452,1,1,0,0,0,0,1,0,1,0
47682,27,32.13,72,1,1,0,0,0,0,0,1,1,0
47683,25,91.46,419,0,1,0,0,0,0,1,0,1,0
47684,35,61.2,330,1,1,0,0,0,1,0,0,1,0
47685,22,76.25,148,0,1,0,0,0,1,0,0,0,1
47686,36,30.99,52,1,0,1,0,0,1,0,0,1,0
47687,37,93.27,443,0,1,0,0,0,0,1,0,1,0
47688,56,88.46,135,0,0,1,0,0,1,0,0,0,1
47689,62,74.06,454,1,1,0,0,0,0,0,1,0,1
47690,70,97.06,189,0,1,0,0,0,0,0,1,1,0
47691,29,52.67,182,0,1,0,1,0,0,0,0,0,1
47692,42,97.56,474,1,0,1,0,0,0,1,0,1,0
47693,62,72.25,114,1,0,1,1,0,0,0,0,1,0
47694,19,73.33,139,1,0,1,0,0,0,0,1,0,1
47695,66,62.92,144,1,1,0,0,0,1,0,0,1,0
47696,23,34.42,380,0,0,1,1,0,0,0,0,1,0
47697,36,32.07,298,1,1,0,0,0,0,1,0,1,0
47698,34,64.7,417,0,0,1,1,0,0,0,0,1,0
47699,28,65.76,277,0,0,1,0,0,1,0,0,0,1
47700,37,99.49,114,0,0,1,1,0,0,0,0,1,0
47701,19,53.53,147,0,1,0,0,1,0,0,0,1,0
47702,61,51.71,338,0,0,1,0,0,0,0,1,0,1
47703,37,41.13,285,0,0,1,1,0,0,0,0,0,1
47704,70,30.28,494,0,0,1,0,0,0,0,1,0,1
47705,44,37.88,251,1,1,0,0,0,0,1,0,0,1
47706,46,81.71,91,0,1,0,1,0,0,0,0,1,0
47707,39,54.73,83,0,1,0,0,0,0,1,0,0,1
47708,50,99.9,415,0,1,0,0,0,0,1,0,1,0
47709,46,45.7,78,1,1,0,0,0,0,0,1,0,1
47710,23,55.92,406,1,0,1,0,0,1,0,0,1,0
47711,63,73.56,306,1,0,1,0,0,1,0,0,1,0
47712,55,48.47,402,1,1,0,1,0,0,0,0,1,0
47713,62,74.3,405,1,0,1,1,0,0,0,0,1,0
47714,63,40.54,195,0,0,1,0,0,0,0,1,1,0
47715,20,77.24,169,0,0,1,0,1,0,0,0,1,0
47716,26,57.71,308,0,1,0,1,0,0,0,0,0,1
47717,30,76.32,478,0,0,1,0,1,0,0,0,1,0
47718,44,46.36,338,1,0,1,0,0,0,1,0,0,1
47719,58,32.15,252,0,0,1,0,0,0,0,1,0,1
47720,39,32.19,281,1,1,0,0,0,0,1,0,1,0
47721,61,50.16,474,1,0,1,0,1,0,0,0,1,0
47722,31,31.49,84,0,1,0,0,1,0,0,0,1,0
47723,64,42.31,268,1,0,1,1,0,0,0,0,1,0
47724,20,96.71,208,1,1,0,1,0,0,0,0,1,0
47725,68,68.93,490,1,1,0,1,0,0,0,0,0,1
47726,59,60.55,273,1,0,1,0,0,0,0,1,0,1
47727,56,40.66,270,1,0,1,1,0,0,0,0,1,0
47728,18,70.09,224,0,0,1,0,0,1,0,0,0,1
47729,40,70.61,95,0,1,0,0,0,1,0,0,0,1
47730,45,97.56,244,1,0,1,0,1,0,0,0,0,1
47731,26,32.55,368,1,0,1,1,0,0,0,0,0,1
47732,26,85.29,447,1,0,1,1,0,0,0,0,0,1
47733,34,59.94,104,1,1,0,0,1,0,0,0,0,1
47734,47,97.37,104,1,0,1,0,0,0,0,1,0,1
47735,41,37.63,240,1,1,0,0,0,1,0,0,1,0
47736,70,64.8,300,0,1,0,0,0,0,1,0,0,1
47737,41,57.82,428,0,0,1,0,0,1,0,0,1,0
47738,45,62.55,106,0,0,1,1,0,0,0,0,1,0
47739,42,69.51,254,1,0,1,0,0,1,0,0,0,1
47740,19,89.96,202,0,0,1,0,0,0,0,1,1,0
47741,33,73.73,62,0,0,1,1,0,0,0,0,0,1
47742,28,92.51,154,1,1,0,1,0,0,0,0,1,0
47743,27,73.94,405,0,1,0,1,0,0,0,0,1,0
47744,35,70.67,189,1,1,0,1,0,0,0,0,0,1
47745,67,59.71,205,1,1,0,1,0,0,0,0,0,1
47746,33,42.93,142,0,1,0,1,0,0,0,0,1,0
47747,49,81.38,485,0,0,1,1,0,0,0,0,0,1
47748,41,65.08,251,1,1,0,1,0,0,0,0,0,1
47749,32,59.52,359,0,0,1,0,0,1,0,0,1,0
47750,24,64.25,372,1,0,1,0,0,0,1,0,0,1
47751,63,33.29,445,0,1,0,1,0,0,0,0,1,0
47752,56,79.4,499,1,0,1,0,1,0,0,0,1,0
47753,49,64.99,470,0,1,0,0,0,0,1,0,0,1
47754,67,67.54,137,0,0,1,0,0,0,0,1,1,0
47755,66,78.52,268,0,1,0,0,0,0,0,1,0,1
47756,38,41.6,489,1,0,1,1,0,0,0,0,0,1
47757,29,75.57,253,1,0,1,0,0,1,0,0,1,0
47758,37,90.62,216,1,0,1,1,0,0,0,0,0,1
47759,43,76.17,386,0,0,1,0,0,1,0,0,1,0
47760,63,82.17,227,1,0,1,0,0,0,1,0,0,1
47761,53,40.71,318,1,0,1,0,0,0,1,0,1,0
47762,68,60.25,427,0,1,0,0,0,0,0,1,1,0
47763,58,94.14,69,1,1,0,0,0,0,0,1,0,1
47764,42,93.56,299,0,1,0,0,1,0,0,0,1,0
47765,66,96.45,370,1,1,0,0,1,0,0,0,0,1
47766,59,68.53,182,1,1,0,0,0,0,1,0,1,0
47767,66,78.42,445,1,0,1,0,0,0,1,0,1,0
